dialogue_id,turn,text,role,topic,intent,sentiment,urgency,client_persona,operator_style
2228,1,"Ну красота просто, не понимаю, за что именно списывают ежемесячную плату.",client,subscription,subscription_issue,neutral,4,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2228,2,Здравствуйте! Приходило ли вам письмо с подтверждением оформления? Обращение зарегистрировано под номером 280742.,operator,subscription,response,neutral,3,,оператор (заботливый)
2228,3,"Внезапно (нет), поняла, спасибо огромное. Ну хоть посмеялся, и то дело.",client,subscription,gratitude,positive,2,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2228,4,"Подписку оформили по ошибке системы, отменил и вернул деньги. Спасибо за терпение!",operator,subscription,response,positive,1,,оператор (заботливый)
2229,1,"Здравствуйте, деточка, не могу отключить автопродление подписки, подскажите как, номер заказа 977378.",client,subscription,subscription_issue,neutral,3,"Валентина Ивановна, 67 лет (растерянная, вежливая)",
2229,2,"Добрый день! Уточните, с какой картой связана подписка? Обращение зарегистрировано под номером 901834.",operator,subscription,response,neutral,2,,оператор (формальный)
2229,3,"Ой, простите за беспокойство, у меня в личном кабинете подписка числится активной. Вы уж извините, я в этом плохо раззбираюсь.",client,subscription,response,neutral,1,"Валентина Ивановна, 67 лет (растерянная, вежливая)",
2229,4,"Подписка отменена, доступ сохранится до конца оплаченного периода.",operator,subscription,response,positive,1,,оператор (формальный)
2230,1,"Привет, подписка закончилась раньше срока, хтоя я платил за год. Уже нервы на пределе!",client,subscription,subscription_issue,neutral,2,"Дмитрий, 34 лет (уставший, раздражённый)",
2230,2,"Здравствуйте! Понимаю, как это неприятно. Подписка оформлялась через сайт или через приложение? Обращение зарегистрировано под номером 639693.",operator,subscription,response,neutral,1,,оператор (заботливый)
2230,3,"Да сколько можно, супер, спасибо. Уже нервы на пределе.",client,subscription,gratitude,positive,1,"Дмитрий, 34 лет (уставший, раздражённый)",
2230,4,"Понимаю, как это неприятно. Продлил доступ бесплатно в качестве компенсации за задержку.",operator,subscription,response,positive,1,,оператор (заботливый)
2231,1,"Здравствуйте, как приостановить подписку на пару месяцев.",client,subscription,subscription_issue,neutral,2,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
2231,2,Добрый день! Какой тариф подписки у вас сейчас активен?,operator,subscription,response,neutral,1,,оператор (формальный)
2231,3,"Прошу прощения за беспокойство, спасибо большое, буду ждать.",client,subscription,gratitude,positive,1,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
2231,4,"Подписку оформили по ошибке системы, отменил и вернул деньги.",operator,subscription,response,neutral,1,,оператор (формальный)
2232,1,"Подписка закончилась раньше срока, хотя я платил за год. Жду решения в ближайшее время.",client,subscription,subscription_issue,negative,4,"Кристина, 33 лет (резкая, требовательная)",
2232,2,Подписка оформлялась через сайт или через приложение?,operator,subscription,response,neutral,3,,оператор (деловой)
2232,3,"Это уже недопустимо. тариф был на 299 рублей в месяц, если это важно.",client,subscription,response,neutral,2,"Кристина, 33 лет (резкая, требовательная)",
2232,4,"Приостановил подписку на два месяца, спишется позже автоматически.",operator,subscription,response,neutral,1,,оператор (деловой)
2233,1,"А можно вопрос, хочу поменять тарф подписки на более дешёвый. Очень переживаю из-за этого!!",client,subscription,subscription_issue,negative,3,"Аня, 21 лет (эмоциональная, тревожная)",
2233,2,"Здравствуйте! Уточните, с какой картой связана подписка?",operator,subscription,response,neutral,2,,оператор (формальный)
2233,3,"Простите что беспокою, письмо с подтверждением иксал везде, даже в спаме!",client,subscription,response,neutral,1,"Аня, 21 лет (эмоциональная, тревожная)",
2233,4,"Благодарю за обращение. Отключил автопродление, следующего списания не будет. Если возникнут вопросы — пишите.",operator,subscription,response,neutral,1,,оператор (формальный)
2234,1,"Слуш, хочу вернуть деньги за подписку, ктоорой не пользовася.",client,subscription,subscription_issue,negative,3,"Макс, 20 лет (нетерпеливый, сленговый)",
2234,2,"Добрый день! Подскажите, когда была оформлена подписка?",operator,subscription,response,neutral,2,,оператор (формальный)
2234,3,"Короче, никогда раньше подписку не офорлмял, это в первый раз вижу. как так воощбе.",client,subscription,response,neutral,1,"Макс, 20 лет (нетерпеливый, сленговый)",
2234,4,Благодарю за обращение. Письмо с подтверждением отправил повторно на вашу почту. Спасибо за терпение! Обращение зарегистрировано под номером 362542.,operator,subscription,response,positive,1,,оператор (формальный)
2235,1,"Чел, с меня списали деньги за подписку, которую я не оформляял (заказ №954046).",client,subscription,subscription_issue,negative,4,"Макс, 20 лет (нетерпеливый, сленговый)",
2235,2,Добрый день! Какой тариф подписки у вас сейчас активен?,operator,subscription,response,neutral,3,,оператор (формальный)
2235,3,"Чел, оформлял подписку месяца два назад, точную дату не поомню!",client,subscription,response,neutral,2,"Макс, 20 лет (нетерпеливый, сленговый)",
2236,1,"Добрый день, не хочу показаться навязчивым, но не могу отключить автопродление подписки, подскжаите как. Простите за настойчивость, просто переживаю.",client,subscription,subscription_issue,negative,5,"Олег, 46 лет (тревожный, дотошный)",
2236,2,"Здравствуйте! Сочувствую, сейчас поможем. Тариф изменён, изменения вступят в силу со следующего платежа.",operator,subscription,response,neutral,4,,оператор (заботливый)
2237,1,"Подписка продлилась сама, хотя я точно её отменял 🙂",client,subscription,subscription_issue,neutral,3,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
2237,2,Добрый день. Проверяю данные — на какой email оформлена учётная запись?,operator,subscription,response,neutral,2,,оператор (деловой)
2237,3,"Извините, ребёнок плачет, отвлеклась, оплата проходит с карыт, привязанной к аккаунту (заказ №744017)...",client,subscription,response,neutral,1,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
2238,1,"Не понимаю, за что именно списывают ежемесячную плату. Прошу решить оперативно.",client,subscription,subscription_issue,neutral,3,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
2238,2,"Добрый день! Сочувствую, сейчас поможем. Приходило ли вам письмо с подтверждением оформления? Обращение зарегистрировано под номером 465243.",operator,subscription,response,neutral,2,,оператор (заботливый)
2238,3,"Добрый день. тариф был на 299 рублей в месяц, если это важно. Прошу решить оперативно.",client,subscription,response,neutral,1,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
2239,1,"Здравствуйте, ой, не приходит писмо с подтеврждением оформления подписки 🙂",client,subscription,subscription_issue,neutral,2,"Аня, 21 лет (эмоциональная, тревожная)",
2239,2,Добрый день! Какой тариф подписки у вас сейчас активен?,operator,subscription,response,neutral,1,,оператор (формальный)
2239,3,"А можно вопрос, спасибо, что разобрались так бысстро. Помогите пожалуйста, очень наадо, номер заказа 604562 😢",client,subscription,gratitude,positive,1,"Аня, 21 лет (эмоциональная, тревожная)",
2239,4,Оформил возврат за неиспользованный период подписки. Номер обращения: 473975.,operator,subscription,response,neutral,1,,оператор (формальный)
2240,1,"Добрый день, оплатил годовую подписку, а доступ так и не открылся.",client,subscription,subscription_issue,neutral,4,"Марина, 44 лет (спокойная, доброжелательная)",
2240,2,Добрый день! Подписка оформлялась через сайт или через приложение?,operator,subscription,response,neutral,3,,оператор (заботливый)
2240,3,"Ясо, спс за ответ.",client,subscription,gratitude,positive,2,"Марина, 44 лет (спокойная, доброжелательная)",
2241,1,"Здрасте, я уже начал переживать, с меня списали деньги за подписку, которую я не оформлял. Надеюсь, всё решаемо.",client,subscription,subscription_issue,neutral,3,"Олег, 46 лет (тревожный, дотошный)",
2241,2,"Уточните, с какой картой связана подписка?",operator,subscription,response,neutral,2,,оператор (деловой)
2241,3,"Меня это очень беспокоит, письмо с подтверждением искал везде, даже в спаме. Надеюсь, всё решаемо.",client,subscription,response,neutral,1,"Олег, 46 лет (тревожный, дотошный)",
2242,1,"Порстите, дописываю на бегу, подписка закончилась раньше срока, хотя я платил за год.",client,subscription,subscription_issue,neutral,2,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
2242,2,Здравствуйте! Приходило ли вам письмо с подтверждением оформления? Обращение зарегистрировано под номером 422589.,operator,subscription,response,neutral,1,,оператор (заботливый)
2242,3,"Извините, ребёнок плачет, отвлеклась, оплата проходит с карты, привязанной к аккаунту.",client,subscription,response,neutral,1,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
2243,1,"Добрый день, внезапно (нет), не понимаю, за что именно списывают ежемесячную плату. Ну хоть посмеялся, и то дело.",client,subscription,subscription_issue,negative,3,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2243,2,"Здрасте! Не переживайте, подскажите, когда была оформлена подписка? Номер обращения: 789687.",operator,subscription,response,neutral,2,,оператор (дружелюбный)
2243,3,"Ну красота просто, хорошо, спасбо за ответ!",client,subscription,gratitude,positive,1,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2243,4,"Не переживайте, отключил автопродление, следующего списания не будет! Хорошего дня! (тикет №405316)",operator,subscription,response,positive,1,,оператор (дружелюбный)
2244,1,"Хочу поменять тариф подписки на более дешёвый. Логи готов приложить, если нужно.",client,subscription,subscription_issue,neutral,4,"Сергей, 29 лет (спокойный, технически подкованный)",
2244,2,Здравствуйте! Благодарю за обращение. Оформил возврат за неиспользованный период подписки.,operator,subscription,response,neutral,3,,оператор (формальный)
2245,1,Добрый день. Проверяю данные — на какой email оформлена учётная запись? (тикет №400108),operator,subscription,subscription_issue,neutral,2,,оператор (деловой)
2245,2,"Привет, оплатил годовую подписку, а доступ так и не открылся 😅",client,subscription,response,neutral,3,"Аня, 21 лет (эмоциональная, тревожная)",
2245,3,Продлил доступ бесплатно в качестве компенсации за задержку.,operator,subscription,response,neutral,2,,оператор (деловой)
2246,1,"Добрый день. По делу: уточните, с какой картой связана подписка? Номер обращения: 953014.",operator,subscription,subscription_issue,neutral,2,,оператор (деловой)
2246,2,"Добрый день, хочу вернуть деньгги за подписку, которой не пользовался. Уже нервы на пределе, если нужно — заказ 200455.",client,subscription,response,neutral,3,"Дмитрий, 34 лет (уставший, раздражённый)",
2246,3,Какой тариф подписки у вас сейчас активен? Обращение зарегистрировано под номером 120245.,operator,subscription,response,neutral,2,,оператор (деловой)
2246,4,"Слушайте, хорошо, поняла, буду жать. Уже нервы на пределе!",client,subscription,acknowledgment,neutral,2,"Дмитрий, 34 лет (уставший, раздражённый)",
2247,1,"А можно вопрос, не прихдоит письмо с подтверждением оформления подписки. Очень переживаю из-за этого!",client,subscription,subscription_issue,neutral,4,"Аня, 21 лет (эмоциональная, тревожная)",
2247,2,"Здравствуйте! Понимаю, как это неприятно. Проверяю данные — на какой email оформлена учётная запись?",operator,subscription,response,neutral,3,,оператор (заботливый)
2247,3,"А можно впорос, оформлял подписку месцяа два назад, точную дату не помню. Помогите пожалуйста, очень надо, номер заказа 665543.",client,subscription,response,neutral,2,"Аня, 21 лет (эмоциональная, тревожная)",
2247,4,"Приостановил подписку на два месяца, спишется позже автоматически. Обращение зарегистрировано под номером 337993.",operator,subscription,response,positive,1,,оператор (заботливый)
2248,1,"Внезапно (нет), подиска продлилась сама, хотя я точно её отменял. Ждём-с.",client,subscription,subscription_issue,neutral,4,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2248,2,"Добрый день! Подскажите, когда была оформлена подписка?",operator,subscription,response,neutral,3,,оператор (формальный)
2248,3,"Спасибо, вопрос решён.",client,subscription,gratitude,positive,2,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2248,4,"Тариф изменён, изменения вступят в силу со следующего платежа.",operator,subscription,response,positive,1,,оператор (формальный)
2249,1,"Здравствуйте, не могу отключить автопродление подписки, подскажите как. Могу описать шаги воспроизведения, номер заказа 538772.",client,subscription,subscription_issue,negative,3,"Сергей, 29 лет (спокойный, технически подкованный)",
2249,2,Привет! Сейчас разберёмся 🙂 приходило ли вам письмо с подтверждением оформления?,operator,subscription,response,neutral,2,,оператор (дружелюбный)
2249,3,"Коллеги, у меня в личном кабинете подписка числится активной.",client,subscription,response,neutral,1,"Сергей, 29 лет (спокойный, технически подкованный)",
2250,1,"Здравствуйте, как ПРИОСТАНОВИТЬ подписку на пару месяцев (заказ №490177).",client,subscription,subscription_issue,neutral,2,"Кристина, 33 лет (резкая, требовательная)",
2250,2,"Привет! Не переживайте, подписка оформлялась через сайт или через приложение? Обращение зарегистрировано под номером 902855.",operator,subscription,response,neutral,1,,оператор (дружелюбный)
2250,3,"Понял, спасибо за помощь. Жду решения в ближайшее время.",client,subscription,gratitude,positive,1,"Кристина, 33 лет (резкая, требовательная)",
2250,4,"Не переживайте, подписка отменена, доступ сохранится до конца оплаченного периода.",operator,subscription,response,positive,1,,оператор (дружелюбный)
2251,1,Здравствуйте! Проверяю данные — на какой email оформлена учётная запись? Номер обращения: 930695.,operator,subscription,subscription_issue,neutral,2,,оператор (формальный)
2251,2,"Добрый день, не хочу показаться навязчивмы, но не приходит письмо с подтверждением оформления подписки. Надеюсь, всё решаемо.",client,subscription,response,negative,3,"Олег, 46 лет (тревожный, дотошный)",
2251,3,"Подскажите, когда была оформлена подписка? Номер обращения: 421379.",operator,subscription,response,neutral,2,,оператор (формальный)
2251,4,"Не хочу показаться навязчивым, но понл, ждём. Надеюсь, всё решаемо.",client,subscription,acknowledgment,neutral,2,"Олег, 46 лет (тревожный, дотошный)",
2252,1,"Слушайте, ПОДПИСКА продлилась сама, хотя я точно её оттменял. Уже нервы на пределе!",client,subscription,subscription_issue,negative,4,"Дмитрий, 34 лет (уставший, раздражённый)",
2252,2,По делу: приходило ли вам письмо с подтверждением оформления?,operator,subscription,response,neutral,3,,оператор (деловой)
2252,3,"Да сколько можно, никогда раньше подписку не оформлял, это в превый раз вижу. Дети под ногами, времени разбираться нет.",client,subscription,response,neutral,2,"Дмитрий, 34 лет (уставший, раздражённый)",
2252,4,"Подписку оформили по ошибке системы, отменил и вернул деньги.",operator,subscription,response,positive,1,,оператор (деловой)
2253,1,Это уже недопустимо. как приостановить подписку на пару месяцев!,client,subscription,subscription_issue,neutral,2,"Кристина, 33 лет (резкая, требовательная)",
2253,2,Здравствуйте! Благодарю за обращение. Подписка оформлялась через сайт или через приложение?,operator,subscription,response,neutral,1,,оператор (формальный)
2253,3,Срочно: у меня в личном кабинете подписка числится активной!,client,subscription,response,neutral,1,"Кристина, 33 лет (резкая, требовательная)",
2253,4,Благодарю за обращение. Письмо с подтверждением отправил повторно на вашу почту.,operator,subscription,response,neutral,1,,оператор (формальный)
2254,1,"Хоуч вернуть деньги за подписку, которой не пользовался. Совсем распустились (заказ №600445).",client,subscription,subscription_issue,neutral,4,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2254,2,По делу: продлил доступ бесплатно в качестве компенсации за задержку. Номер обращения: 771605.,operator,subscription,response,neutral,3,,оператор (деловой)
2255,1,"Привет, не понимаю, за что именно списывают ежемесячную плату. Спасибо, что разбираетесь (заказ №292863).",client,subscription,subscription_issue,neutral,4,"Марина, 44 лет (спокойная, доброжелательная)",
2255,2,Здравствуйте! Какой тариф подписки у вас сейчас активен? (тикет №857688),operator,subscription,response,neutral,3,,оператор (заботливый)
2255,3,"Подскажите, пожалуйста: письмо с подтверждением искал везде, даже в спаме 🙂",client,subscription,response,neutral,2,"Марина, 44 лет (спокойная, доброжелательная)",
2255,4,"Сочувствую, сейчас поможем. Отключил автопродление, следующего списания не будет.",operator,subscription,response,neutral,1,,оператор (заботливый)
2256,1,"Немедленно нужно решить: хочу поменять тариф подписки на более дешёвый, если нужно — заказ 649653.",client,subscription,subscription_issue,negative,3,"Кристина, 33 лет (резкая, требовательная)",
2256,2,"Приветствую! Уточните, с какой картой связана подписка?",operator,subscription,response,neutral,2,,оператор (дружелюбный)
2256,3,"Это уже недопустимо. никогда раньше подписку не оформлял, это в первый раз вижу. Жду решения в ближайшее время!",client,subscription,response,neutral,1,"Кристина, 33 лет (резкая, требовательная)",
2256,4,"Не переживайте, подписка отменена, доступ сохранится до конца оплаченного периода!",operator,subscription,response,neutral,1,,оператор (дружелюбный)
2257,1,"Здравствуйте, не могу отключить автопродление подписки, подскажите как!",client,subscription,subscription_issue,negative,5,"Олег, 46 лет (тревожный, дотошный)",
2257,2,"Добрый день. По делу: приостановил подписку на два месяца, спишется позже автоматически. Если возникнут вопросы — пишите.",operator,subscription,response,neutral,4,,оператор (деловой)
2258,1,"Оплатил годовую подписку, а доступ так и не открылся.",client,subscription,subscription_issue,negative,5,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2258,2,Подписка оформлялась через сайт или через приложение?,operator,subscription,response,neutral,4,,оператор (формальный)
2258,3,"Внезапно (нет), тариф был на 299 рублей в месяц, если это важно.",client,subscription,response,neutral,3,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2258,4,"Благодарю за обращение. Подписку оформили по ошибке системы, отменил и вернул деньги.",operator,subscription,response,positive,1,,оператор (формальный)
2259,1,"Сын подсакзал написать вам: подписка закончилась раньше срока, хтя я платил за год. Я в этих ваших приложениях не очень.",client,subscription,subscription_issue,negative,5,"Валерий, 52 лет (растерянный новичок в технике)",
2259,2,"Благодарю за обращение. Уточните, с какой картой связана подписка? (тикет №590444)",operator,subscription,response,neutral,4,,оператор (формальный)
2259,3,"Я тут не сильно разбираюсь, но оформлял подписку месяца два назад, точную дату не помню...",client,subscription,response,neutral,3,"Валерий, 52 лет (растерянный новичок в технике)",
2259,4,Оформил возврат за неиспользованный период подписки.,operator,subscription,response,positive,1,,оператор (формальный)
2260,1,"Здрасте, с меня списали деньги за подпписку, кооторую я не оформлял.",client,subscription,subscription_issue,neutral,2,"Макс, 20 лет (нетерпеливый, сленговый)",
2260,2,"Добрый день! Понимаю, как это неприятно. Какой тариф подписки у вас сейчас активен? Обращение зарегистрировано под номером 975122.",operator,subscription,response,neutral,1,,оператор (заботливый)
2260,3,"Олата проходит с карты, привязанной к аккаунту. как так вообще! 😢",client,subscription,response,neutral,1,"Макс, 20 лет (нетерпеливый, сленговый)",
2260,4,"Сочувствую, сейчас поможем. Тариф изменён, изменения вступят в силу со следующего платежа.",operator,subscription,response,positive,1,,оператор (заботливый)
2261,1,"Добрый день. По делу: подскажите, когда была оформлена подписка?",operator,subscription,subscription_issue,neutral,2,,оператор (деловой)
2261,2,"С меня списали деньги за подписку, которую я не оформлял. Времени на это у меня немного.",client,subscription,response,neutral,3,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
2261,3,По делу: проверяю данные — на какой email оформлена учётная запись?,operator,subscription,response,neutral,2,,оператор (деловой)
2261,4,"Хорошо, договорились. Времени на это у меня немного.",client,subscription,acknowledgment,neutral,2,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
2262,1,"Приввет, чел, оплатил годовую подписку, а доступ так и не открылся. как так вообще!",client,subscription,subscription_issue,neutral,4,"Макс, 20 лет (нетерпеливый, сленговый)",
2262,2,Добрый день! Приходило ли вам письмо с подтверждением оформления?,operator,subscription,response,neutral,3,,оператор (формальный)
2262,3,"Письмо с подтверждением искал везде, даже в спаме. как так вообще (закза №6009144) 🙏",client,subscription,response,neutral,2,"Макс, 20 лет (нетерпеливый, сленговый)",
2263,1,"Здравствуйте, Будьте добры, не понимаю, за что именно списывают ежемесячную плату. Буду признателен за скорый ответ.",client,subscription,subscription_issue,negative,3,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
2263,2,Здрасте! Сейчас разберёмся 🙂 какой тариф подписки у вас сейчас активен? Обращение зарегистрировано под номером 807735.,operator,subscription,response,neutral,2,,оператор (дружелюбный)
2263,3,"Прошу прощения за беспокойство, благодарю, выручили. Заранее благодарен за содействие.",client,subscription,gratitude,positive,1,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
2264,1,"Привет, подписка продлилась сама, хотя я точно её отменял.",client,subscription,subscription_issue,negative,5,"Кристина, 33 лет (резкая, требовательная)",
2264,2,Добрый день. Подписка оформлялась через сайт или через приложение?,operator,subscription,response,neutral,4,,оператор (деловой)
2264,3,"Оплата проходит с карты, привязанной к аккаунту.",client,subscription,response,neutral,3,"Кристина, 33 лет (резкая, требовательная)",
2265,1,"Добрый день, сын подсказал написать вам: хочу венруть деньги за подписку, коотрой не пользовался, номер заказа 190389.",client,subscription,subscription_issue,negative,4,"Валерий, 52 лет (растерянный новичок в технике)",
2265,2,"Здравствуйте! Подскажите, когда была оформлена подписка?",operator,subscription,response,neutral,3,,оператор (формальный)
2265,3,"Оформлял подписку месяца два назад, точную дату не помню...",client,subscription,response,neutral,2,"Валерий, 52 лет (растерянный новичок в технике)",
2265,4,Письмо с подтверждением отправил повторно на вашу почту. Номер обращения: 987856.,operator,subscription,response,neutral,1,,оператор (формальный)
2266,1,Приходило ли вам письмо с подтверждением оформления?,operator,subscription,subscription_issue,neutral,3,,оператор (формальный)
2266,2,"Прошу прощения за беспокойство, как приостановить подписку на пару месяцев.",client,subscription,response,neutral,4,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
2266,3,"Благодарю за обращение. Приостановил подписку на два месяца, спишется позже автоматически. Если возникнут вопросы — пишите.",operator,subscription,response,neutral,3,,оператор (формальный)
2267,1,Хочу поменять тариф подписки на более дешёвый.,client,subscription,subscription_issue,negative,4,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
2267,2,Проверяю данные — на какой email оформлена учётная запись? (тикет №158284),operator,subscription,response,neutral,3,,оператор (формальный)
2267,3,У меня в личном кабинете подписка числится активной. Заранее благодарен за содействие.,client,subscription,response,neutral,2,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
2268,1,"Ой, простите за беспокойство, не приходит пиисьмо с подтверждением оформления подписки. Вы уж извините, я в этом плохо разбираюсь.",client,subscription,subscription_issue,neutral,4,"Валентина Ивановна, 67 лет (растерянная, вежливая)",
2268,2,"Привет! Сейчас разберёмся 🙂 уточните, с какой картой связана подписка?",operator,subscription,response,neutral,3,,оператор (дружелюбный)
2268,3,"Тариф был на 299 рублей в месяц, если это важно...",client,subscription,response,neutral,2,"Валентина Ивановна, 67 лет (растерянная, вежливая)",
2269,1,"Меня это очень беспокоит, подписка закончилась раньше срока, хотя я платил за год. Надеюсь, всё решаемо.",client,subscription,subscription_issue,negative,4,"Олег, 46 лет (тревожный, дотошный)",
2269,2,"Привет! Не переживайте, оформил возврат за неиспользованный период подписки. Обращайтесь, если что-то ещё понадобится.",operator,subscription,response,neutral,3,,оператор (дружелюбный)
2270,1,"Здрасте, не могу отключить автопродление подписки, подскажите как. Извниите, если что-то путано объяснила 😔",client,subscription,subscription_issue,negative,4,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
2270,2,"Приветствую! Письмо с подтверждением отправил повторно на вашу почту. Обращайтесь, если что-то ещё понадобится.",operator,subscription,response,neutral,3,,оператор (дружелюбный)
2271,1,"Привет, не могу отключить автопродление подписки, подскажите как.",client,subscription,subscription_issue,neutral,2,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
2271,2,"Добрый день! Подскажите, когда была оформлена подписка?",operator,subscription,response,neutral,1,,оператор (заботливый)
2271,3,"Добрый день. отлично, спасибо за оперативность.",client,subscription,gratitude,positive,1,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
2271,4,"Понимаю, как это неприятно. Отключил автопродление, следующего списания не будет. Приятно было помочь. Обращение зарегистрировано под номером 763649.",operator,subscription,response,positive,1,,оператор (заботливый)
2272,1,"Подписка продлилась сама, хотя я точно её отменял 🙂",client,subscription,subscription_issue,negative,4,"Аня, 21 лет (эмоциональная, тревожная)",
2272,2,"Уточните, с какой картой связана подписка?",operator,subscription,response,neutral,3,,оператор (деловой)
2272,3,"А моно вопрос, супер, спасибо. Помогите пожалуйста, очень надо!",client,subscription,gratitude,positive,2,"Аня, 21 лет (эмоциональная, тревожная)",
2273,1,"Опять двадцать пять, оплатил годовую подписку, а доступ так и не открылся. В наше время такого бардака не было (заказ №505851)!",client,subscription,subscription_issue,neutral,3,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2273,2,Приветствую! Какой тариф подписки у вас сейчас активен? Обращение зарегистрировано под номером 427693.,operator,subscription,response,neutral,2,,оператор (дружелюбный)
2273,3,"Никогда раньше подписку не оформлял, это в первый раз вижу...",client,subscription,response,neutral,1,"Николай Петрович, 64 лет (ворчливый, недовольный)",
2274,1,"Привет, подписка закончилась раньше срока, хотя я платил за год (заказ №742570).",client,subscription,subscription_issue,neutral,2,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2274,2,"Добрый день! Сочувствую, сейчас поможем. Подписка оформлялась через сайт или через приложение?",operator,subscription,response,neutral,1,,оператор (заботливый)
2274,3,"Ну красота просто, письмо с подтверждением искал везде, даже в спаме, если нужно — заказ 106337.",client,subscription,response,neutral,1,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
2274,4,"Подписка отменена, доступ сохранится до конца оплаченного периода. Хорошего дня! (тикет №818833)",operator,subscription,response,positive,1,,оператор (заботливый)
2275,1,Проверяю данные — на какой email оформлена учётная запись?,operator,subscription,subscription_issue,neutral,3,,оператор (формальный)
2275,2,"Здравствуйте, да скольо можно, не приходит письмо с подтверждением оформления подписки (заказ №343655)!",client,subscription,response,neutral,4,"Дмитрий, 34 лет (уставший, раздражённый)",
2275,3,Продлил доступ бесплатно в качестве компенсации за задержку. Приятно было помочь. (тикет №913394),operator,subscription,response,neutral,3,,оператор (формальный)
2276,1,Добрый день. Приходило ли вам письмо с подтверждением оформления? Обращение зарегистрировано под номером 108041.,operator,subscription,subscription_issue,neutral,3,,оператор (деловой)
2276,2,"Добрый день. не понимаю, за что именно списывают ежемесячную плату. Прошу решить оперативно.",client,subscription,response,neutral,4,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
2276,3,"Уточните, с какой картой связана подписка?",operator,subscription,response,neutral,3,,оператор (деловой)
2276,4,"К делу: ладно, тогда подожду. Прошу решить оперативно.",client,subscription,acknowledgment,neutral,3,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
2277,1,"Сынок, с меня списали деньги за подписку, кторую я не оформлял (заказ №614684).",client,subscription,subscription_issue,neutral,2,"Валентина Ивановна, 67 лет (растерянная, вежливая)",
2277,2,"Подскажите, когда была оформлена подписка? (тикет №799468)",operator,subscription,response,neutral,1,,оператор (деловой)
2277,3,"Ой, простите за беспокойство, никогда раньше подписку не оформлял, это в перввый раз вижу. Вы уж извините, я в этом плохо разбираюсь...",client,subscription,response,neutral,1,"Валентина Ивановна, 67 лет (растерянная, вежливая)",
