,dialogue_id,turn,text,role,topic,intent,sentiment,urgency
5205,1499,2,"Здравствуйте, Не могли бы вы подсказать: сайт стал очень медленно работать после обновления.",client,technical_issue,response,neutral,3
5207,1499,4,"Прошу прощения за беспокойство, понял, ждём. Заранее благодарен за содействие.",client,technical_issue,acknowledgment,neutral,2
5208,1500,1,"К делу: видео на сайте не воспроизводится, крутится загрузка. Прошу решить оперативно.",client,technical_issue,technical_issue_issue,neutral,4
5210,1500,3,"Интернет стабильный, проверял на других сайтах.",client,technical_issue,response,neutral,2
5212,1501,1,"Здрасте, Добрый день. хочу привязать новый номер телефона к аккаунту.",client,account_access,account_access_issue,neutral,2
5214,1501,3,"Добрый день. отправлю сейчас фото документа, если это поможет.",client,account_access,response,neutral,1
5216,1502,1,"Здравствуйте, заходил с другого устройства, теперь просит верификацию, а письмо не приходит.",client,account_access,account_access_issue,neutral,2
5218,1502,3,"Будьте добры, номер телефона привязан старый, доступа к нему уже нет.",client,account_access,response,neutral,1
5220,1503,1,"Ну краста просто, подозреваю, что в мой аккаунт кто-то заходил без моего ведома. Ждём-с 😔",client,account_access,account_access_issue,neutral,2
5222,1503,3,"Как обычно, почту проверял несколько раз, письма не было.",client,account_access,response,neutral,1
5224,1504,1,"Third раз пишу, случайно удалил аккаунт, можно ли его восстановить. Дети под ногами, времеин разбираться нет!",client,account_access,account_access_issue,neutral,5
5226,1504,3,"Third раз пишу, пароль менял недавно, моет в этом дело!",client,account_access,response,neutral,3
5228,1505,1,"Здравствуйте, меня это очень беспокоит, смена пароля не срабатывает, ссылка в письме не открывается.",client,account_access,account_access_issue,negative,4
5230,1506,1,"Привет, опять двадцать пять, не приходит код подтверждения на телефон при входе. Совсем распустились.",client,account_access,account_access_issue,neutral,4
5232,1506,3,"Раньше такого безобразия не было, благодарю, выручили. В наше время такого бардака не было!!",client,account_access,gratitude,positive,2
5234,1507,1,"Забыл пароль от аккаунта, что теперь делать. Времени на это у меня немного.",client,account_access,account_access_issue,neutral,4
5236,1507,3,Добрый день. ID моего профиля: 69513. Прошу решить оперативно.,client,account_access,response,neutral,2
5238,1508,1,"Раньше такого безобразия не было, не могу войти, пишет что почта не найдена в системе!",client,account_access,account_access_issue,neutral,4
5240,1508,3,"Опять двадцать пять, заходил обычно с телефона, а не с компьютера.",client,account_access,response,neutral,2
5242,1509,1,Акккаунт заблокировали без объяснения причин.,client,account_access,account_access_issue,negative,4
5244,1509,3,Добрый день! ID моего профиля: 157096.,client,account_access,response,neutral,2
5247,1510,2,"Здрасте, хочу поменять почту, привязанную к аккаунту 🙏",client,account_access,response,negative,5
5249,1510,4,"Простите, дописываю на бегу, принято, спасибо за информацию...",client,account_access,acknowledgment,neutral,4
5250,1511,1,"Подозреваю, что в мой аккаунт кто-то заходил без моего ведома.",client,account_access,account_access_issue,neutral,5
5252,1511,3,"Подскажите, пожалуйста: номер телефона привязан старый, доступа к неему уже нет.",client,account_access,response,neutral,3
5253,1512,1,"Здрасте, извините за глупый вопрос, хочу поменять почту, привязанную к аккунту. Я в этих ваших прилложениях не очень.",client,account_access,account_access_issue,neutral,3
5255,1513,1,"Внезапно (нет), случайно удалил аккаунт, можно ли его восстановить. Ну хоть посмеялся, и то дело.",client,account_access,account_access_issue,negative,5
5257,1514,1,"Добрыый день, Добрый день! заходил с другого устройства, теперь просит верификацию, а письмо не приходит.",client,account_access,account_access_issue,neutral,4
5259,1514,3,"Отправлю сейчас фото документа, если это поможет.",client,account_access,response,neutral,2
5260,1515,1,"Здрасте, короче, забыл пароь от акканута, что теперь делать.",client,account_access,account_access_issue,neutral,5
5262,1515,3,"Пароль мнял недавно, может в этом дело!",client,account_access,response,neutral,3
5264,1516,2,"Хочу привязать новый номер телефона к аккааунту. Извините, если что-то путано объяснила.",client,account_access,response,negative,4
5266,1516,4,"Ивините, ребёнок плачет, отвлеклась, ладно, тогда подожду. Пишу пока малыш спит 💛.",client,account_access,acknowledgment,neutral,3
5267,1517,1,"Здравствуйте, не приходит код подтверждения на телефон при входе.",client,account_access,account_access_issue,neutral,3
5269,1517,3,"Опять двадцать пять, почту проверял несколько раз, ПИСЬМА не быол.",client,account_access,response,neutral,1
5272,1518,2,"Вот ведь незадача... смена пароля не срабатвает, ссылка в письме не открывается. Вы уж извините, я в этом плохо разбираюсь.",client,account_access,response,negative,5
5274,1518,4,"Окей, буду следить за статусом...",client,account_access,acknowledgment,neutral,4
5275,1519,1,"Чел, аккаунт заблокировали без оъяснения причин.",client,account_access,account_access_issue,neutral,2
5277,1519,3,"Чел, спасибо, что разобрались так быстро. это вообще норм?",client,account_access,gratitude,positive,1
5279,1520,1,"К делу: не могу войти, пишет что почта не найдена в системе.",client,account_access,account_access_issue,neutral,4
5281,1520,3,"Добрый день. поняла, спасибо огромное.",client,account_access,gratitude,positive,2
5282,1521,1,"Подозреваю, что в мой аккаунт кто-то заходил без моего ведома. Логи готов приложить, если нужно.",client,account_access,account_access_issue,neutral,2
5284,1521,3,"Коллеги, заходил обычно с телефона, а не с компьютера. Могу описать шаги воспроизведения.",client,account_access,response,neutral,1
5286,1522,2,"Сынок, случайно удалил аккаунт, можно ли его воссановить. Вы уж извините, я в этом плохо разбираюсь.",client,account_access,response,negative,4
5288,1523,1,"Привет, бро, не приходит код подтверждения на телеефон при входе.",client,account_access,account_access_issue,negative,5
5290,1523,3,"Слуш, спасио большое, буду ждать. это вообще норм?...",client,account_access,gratitude,positive,3
5291,1524,1,"Хочу поменять почту, привязанную к аккаунту. Иначе буду писать жалобу.",client,account_access,account_access_issue,neutral,4
5293,1524,3,"Срочно: почту проверял несколько раз, письма не было!",client,account_access,response,neutral,2
5296,1525,2,"Простите, дописываю на бегу, аккаунт заблокировали без объяснения пичин.",client,account_access,response,negative,5
5298,1525,4,"Извините, ребёнок плачет, отвлеклась, хорошо, договорились.",client,account_access,acknowledgment,neutral,4
5299,1526,1,"Привет, опять двадцать пять, хочу привязать новый номер телефона к аккаунту. В наше время такого бардака не было!",client,account_access,account_access_issue,neutral,3
5301,1526,3,ID моего профиля: 881673. Совсем распустились.,client,account_access,response,neutral,1
5303,1527,1,"Добрый день, меня это очень беспокоит, не могу войти, пишет что поча не найдена в системе.",client,account_access,account_access_issue,negative,4
5306,1528,2,"Ну красота просто, забыл пароль от аккаунта, что теперь делать.",client,account_access,response,negative,4
5308,1528,4,"Ну красота просто, хорошо, поняла, буду ждать.",client,account_access,acknowledgment,neutral,3
5310,1529,2,"Здравствуйте, Срочно: заходил с другого устройства, теперь просит верификацию, а письмо не приходит. Иначе буду писать жалобу.",client,account_access,response,negative,5
5312,1529,4,"Это уже недопустимо. принято, спасибо за информацию. Жду решения в ближайшее время.",client,account_access,acknowledgment,neutral,4
5313,1530,1,"Короче, смена пароля не срабатыывает, ссылка в письме не окрывается.",client,account_access,account_access_issue,neutral,3
5315,1531,1,"Привет, хочу поменять почту, привязанную к аккаунту. Спасибо, что разбираетесь.",client,account_access,account_access_issue,neutral,2
5317,1532,1,"Здрасте, аккаунт заблокировали без объяснения причин!",client,account_access,account_access_issue,neutral,2
5319,1532,3,"Ой, простите за беспокойство, захдоил обычно с телефона, а не с компьютера. Вы уж извините, я в этом плохо разбираюсь!",client,account_access,response,neutral,1
5321,1533,1,"Раьнше такого безобразия не было, хочу привязать новый номер ТЕЛЕФОНА к аккаунту.",client,account_access,account_access_issue,neutral,4
5323,1534,1,"Добрый день, Прошу прощения за беспокойство, подозреваю, что в мой аккаунт кто-то заходил без моего ведома. Заранее благодарен за содействие.",client,account_access,account_access_issue,neutral,4
5325,1534,3,"Будьте добры, отправлю сейчас фото документа, если это поможет.",client,account_access,response,neutral,2
5327,1535,1,"Простите что беспокою, не приходит код подтверждения на телефон при входе. Очень переживаю из-за эттого!!",client,account_access,account_access_issue,neutral,2
5329,1535,3,"Номр телеофна привязан старый, доступа к нему уже нет. Помогите пожалуйста, очень надо!",client,account_access,response,neutral,1
5331,1536,1,"Добрый день, К делу: не могу войти, пишет что почта не найдена в системе.",client,account_access,account_access_issue,neutral,4
5333,1536,3,"Ясно, спс за ответ. Прошу решить оперативно.",client,account_access,gratitude,positive,2
5335,1537,1,"ЗАХОДИЛ с другого устройства, теперь просит вреификацию, а письмо не приходит.",client,account_access,account_access_issue,neutral,2
5337,1537,3,"Срочно: пароль менял недавно, может в этом дело.",client,account_access,response,neutral,1
5339,1538,1,"Добрый день, Добрый день. случайно удалил аккаунт, можно ли его восстановить. Времени на это у меня немного.",client,account_access,account_access_issue,neutral,3
5341,1538,3,"Супер, спасибо!",client,account_access,gratitude,positive,1
5343,1539,1,"К делу: смена пароля не срабатывает, ссылка в письме не открывается.",client,account_access,account_access_issue,neutral,4
5345,1539,3,"Номер телефона привязан старый, доступа к нему уже нет.",client,account_access,response,neutral,2
5347,1540,1,"Подскажите, пожалуйста: забыл пароль от аккаунта, что теперь делать. Спасибо, что разбираетесь.",client,account_access,account_access_issue,neutral,4
5349,1540,3,"Пароль менял недавно, может в этом дело.",client,account_access,response,neutral,2
5351,1541,1,"Добрый день, не могу войти, пишет что почта не найдена в системе. Могу описать шаги воспроизведения.",client,account_access,account_access_issue,negative,5
5353,1541,3,"Коллеги, заходил обычно с телефона, а не с компьютера.",client,account_access,response,neutral,3
5355,1542,1,"Опять двадцать пять, подозреваю, что в мой аккаунт кто-то заходил без моего ведома.",client,account_access,account_access_issue,neutral,4
5357,1542,3,"Опять двадцть пять, ID моего профиля: 104464. В наше время такого бардака не было!!",client,account_access,response,neutral,2
5359,1543,1,"Вот ведь незадача... хочу поменять почту, привязануню к аккаунту.",client,account_access,account_access_issue,neutral,4
5361,1543,3,"Вот ведь незадача... отправлю сейчас фото документа, если это помжоет...",client,account_access,response,neutral,2
5362,1544,1,"Опять двадцать пять, не приходит код подтверждения на телефон при входе. В наше время такого брдака не было!",client,account_access,account_access_issue,negative,4
5364,1544,3,"Ну вот, почу проверял несколько раз, письма не было. Совсем распустились!",client,account_access,response,neutral,2
5366,1545,1,"Смена пароля не срабатывает, ссылка в письме не открывается 🙂",client,account_access,account_access_issue,negative,4
5368,1546,1,"Здарсте, ой, заходил с другого устройства, теперь прсит верификацию, а письмо не приходит. Очень переживаю из-за этого!!",client,account_access,account_access_issue,neutral,3
5370,1546,3,"Ой, номер телефона привяан старый, доступа к неу уже нет! 😔",client,account_access,response,neutral,1
5372,1547,1,"Случайон удалил аккаунт, можно ли его восстановиьт.",client,account_access,account_access_issue,neutral,3
5374,1547,3,"Паорль менял недавно, может в этом дело.",client,account_access,response,neutral,1
5376,1548,1,"К делу: забыл пароль от аккаунта, что теперь делать.",client,account_access,account_access_issue,neutral,3
5378,1549,1,"Я уже начал переживать, хочу пивязать новый номер телефона к аккаунту. Простите за настойчивость, просто переживаю.",client,account_access,account_access_issue,neutral,4
5380,1549,3,"Меня это очень беспокоит, почту проверял несколько раз, письма не было. Надеюсь, всё решаемо.",client,account_access,response,neutral,2
5381,1550,1,Аккаунт заблокировали без объяснения причин.,client,account_access,account_access_issue,neutral,4
5383,1550,3,"Смотрите, ID моего профиля: 736487.",client,account_access,response,neutral,2
5385,1551,1,Это уже недопустимо. не приходит код подтверждения на телефон при входе!,client,account_access,account_access_issue,neutral,4
5387,1552,1,"Здрасте, Добрый день. случайно удалил аккаунт, можно ли его восстановить.",client,account_access,account_access_issue,neutral,2
5389,1552,3,"К делу: заходил обычно с телефона, а не с компьютера. Прошу решить оперативно.",client,account_access,response,neutral,1
5391,1553,1,"Подозреваю, что в мой аккаунт кто-то заходил без моего ведома.",client,account_access,account_access_issue,neutral,4
5393,1553,3,"Отправлю сейчас фото документа, если это поможет. Ну хоть посмеялся, и то дело.",client,account_access,response,neutral,2
5394,1554,1,"Здрасте, Подскажите, пожалуйста: забыл пароль от аккаунта, что теперь делать.",client,account_access,account_access_issue,negative,5
5396,1554,3,"Добрый день! почту проверял несколько раз, письма не было. Спасибо, что разбираетесь.",client,account_access,response,neutral,3
5398,1555,1,"Здрасте, ну красота просто, не могу войти, пишет что почта не найдена в системе.",client,account_access,account_access_issue,neutral,2
5400,1555,3,"Внезапно (нет), пароль менял недавно, может в этом дело.",client,account_access,response,neutral,1
5402,1556,1,"Хочу поменять почту, привязанную к аккаунту.",client,account_access,account_access_issue,negative,4
5404,1556,3,Добрый день! ID моего профиля: 846317.,client,account_access,response,neutral,2
5405,1557,1,"Здрастте, заходил с другого устройства, теперь просит верификацию, а письмо не приходит. Жду решения в ближайшее время.",client,account_access,account_access_issue,negative,4
5407,1557,3,"Это уже недопустимо. заходил обычно с телефона, а не с компьютера. Жду решения в ближайшее время.",client,account_access,response,neutral,2
5409,1558,1,К делу: аккаунт заблокировали без объяснения причин.,client,account_access,account_access_issue,neutral,5
5411,1558,3,"Номер телефона привязан старый, доступа к нему уже нет.",client,account_access,response,neutral,3
5413,1559,1,"Меня это очень беспокоит, смена пароля не срабатывает, ссылка в письме не открывается.",client,account_access,account_access_issue,neutral,4
5415,1559,3,"Не хочу показаться навязчивым, но отправлю сейчас фотто документа, если это поможет...",client,account_access,response,neutral,2
5418,1560,2,"Здравствуйте, да сколько можно, хочу привязать новый номер телеофна к аккаунту.",client,account_access,response,negative,5
5420,1560,4,"Хорошо, поняла, буду ждать. Уже нервы на пределе.",client,account_access,acknowledgment,neutral,4
5421,1561,1,"Смена пароля не срабатывает, ссылка в писььме не открывается. Простите за настойчивость, просто переживаю.",client,account_access,account_access_issue,neutral,4
5423,1561,3,"Я уже начал переживать, ID моего профиля: 651153. Надеюсь, всё решаемо.",client,account_access,response,neutral,2
5425,1562,1,"Забыл парроль от аккаунта, что теперь делать!",client,account_access,account_access_issue,neutral,4
5427,1562,3,"Да сколько можно, номер телефона привязан старый, доступа к нему уже нет. Уже нервы на пределе.",client,account_access,response,neutral,2
5429,1563,1,Хоочу привязать новый номер телефона к аккауту.,client,account_access,account_access_issue,neutral,3
5431,1564,1,"Заходил с другого устройства, теперь просит верификацию, а письмо не приходит.",client,account_access,account_access_issue,neutral,3
5433,1564,3,"Заходил обычно с телефона, а не с компьютера.",client,account_access,response,neutral,1
5434,1565,1,"Здравствуйте, ну красота просто, не могу войти, пишет что почта не найдена в системе.",client,account_access,account_access_issue,neutral,2
5436,1565,3,"Внезапно (нет), пароль менял недавно, может в этом дело.",client,account_access,response,neutral,1
5438,1566,1,"Не приходит код подтверждения на телефон при входе. Логи готов приложить, если нужно.",client,account_access,account_access_issue,neutral,4
5440,1566,3,"Почту проверял несколько раз, письма не было.",client,account_access,response,neutral,2
5442,1567,1,"Привет, а можно вопрос, аккаунт заблокировали без обяснения причин...",client,account_access,account_access_issue,neutral,4
5444,1567,3,"Ой, отправлю сейчас фото документа, если это поможет. Помогите пожалуйста, очень надо!! 😅",client,account_access,response,neutral,2
5447,1568,2,"К делу: хочу поменять почту, привязанную к аккаунту. Прошу решить оперативно.",client,account_access,response,negative,5
5449,1568,4,"К делу: хорошо, договорились. Времени на это у меня немного.",client,account_access,acknowledgment,neutral,4
5450,1569,1,"Срочно: подозреваю, что в мой аккаунт кто-то заходил без моего ведома. Иначе буду писать жалобу.",client,account_access,account_access_issue,neutral,5
5452,1569,3,"Срочно: пароль менял недавно, может в этом дело. Иначе буду писать жалобу.",client,account_access,response,neutral,3
5454,1570,1,"Привет, Коллеги, случайно удалил аккаунт, можно ли его восстановить.",client,account_access,account_access_issue,neutral,2
5456,1570,3,"Смотрите, благодарю, выручили. Могу описать шаги воспроизведения.",client,account_access,gratitude,positive,1
5458,1571,2,"Third раз пишу, хоу поменять почту, привязанную к аккаунту. Уже нервы на пределе!",client,account_access,response,negative,4
5460,1571,4,"Да сколько можно, окей, буду следить за статусом.",client,account_access,acknowledgment,neutral,3
5461,1572,1,"Простите что беспокою, заходил с другого устройства, теперь просит верификацию, а письмо не приходит 😢",client,account_access,account_access_issue,negative,5
5463,1572,3,"Ой, заходил обычно с телефона, а не с компьютера. Очень переживаю из-за этого!!",client,account_access,response,neutral,3
5465,1573,2,"Ну вот, не могу войти, пишет что почта не найдена в системе.",client,account_access,response,negative,5
5467,1574,1,"Пивет, извините за глупый вопрос, случайно удалил аккуант, можно ли его восстановить.",client,account_access,account_access_issue,neutral,4
5469,1574,3,Сын подсказал написать вам: ID моего профиля: 836923.,client,account_access,response,neutral,2
5471,1575,1,"Я уже начал переживать, смена пароля не срабатывает, ссылак в письме не открывается. Надеюсь, всё решаемо.",client,account_access,account_access_issue,neutral,5
5473,1575,3,"Меня это очень беспокоит, хорошо, спасибо за ответ.",client,account_access,gratitude,positive,3
5475,1576,1,"Здравствуйте, не прихоодит код подтерждения на телефон при входе. это вообще норм?",client,account_access,account_access_issue,negative,4
5477,1576,3,"Слуш, номер телефона привязан старый, доступа к нему уже нет.",client,account_access,response,neutral,2
5480,1577,2,"Привет, не хочу показаться навязчивым, но подозреваю, что в мой аккаунт кто-то заходил без моего ведома. Надеюсь, всё решаемо.",client,account_access,response,negative,5
5482,1578,1,"Привет, хочу привязать новый номре телефона к аккаунту.",client,account_access,account_access_issue,neutral,3
5485,1579,2,"Не могли бы вы подсказать: забыл пароль от аккаунта, что теперь делать.",client,account_access,response,negative,4
5487,1579,4,"Прошу прощения за беспокойство, понял, ждём.",client,account_access,acknowledgment,neutral,3
5488,1580,1,"Добрый день, аккаунт заблокировали без объяснения причин.",client,account_access,account_access_issue,neutral,4
5490,1580,3,"Почту порверял несколько раз, письма не было.",client,account_access,response,neutral,2
5492,1581,1,"Здрасте, я уже начал переживать, аккаунт заблокировали без объясннения причин.",client,account_access,account_access_issue,neutral,2
5494,1581,3,"Отправлю сейчас фото документа, если это поможет.",client,account_access,response,neutral,1
5495,1582,1,"Здрасте, да сколько монжо, забыл пароль от аккаунта, что теперь делать!",client,account_access,account_access_issue,neutral,3
5497,1582,3,"Номер телефона привяазн старый, доступа к нему уже нет. Дети под ногами, времени разбираться нет.",client,account_access,response,neutral,1
5498,1583,1,Хочу привязать новый ноомер телефона к аккаунту.,client,account_access,account_access_issue,neutral,4
5500,1584,1,"Привет, я уже начал переживать, не могу войти, пишет что почта не найдена в системе. Ндеюсь, всё решаемо.",client,account_access,account_access_issue,negative,5
5502,1585,1,Не приходит код подтверждения на телефон при входе. Могу описать шаги воспроизведения.,client,account_access,account_access_issue,neutral,4
5504,1585,3,"Почту проверял несколько раз, письма не было.",client,account_access,response,neutral,2
5505,1586,1,"Ну красота прото, случайно удалил аккаунт, можно ли его восстановить. Ну хоть посмеялся, и то дело.",client,account_access,account_access_issue,neutral,3
5507,1586,3,"Заходил обычно с телефона, а не с компьютера. Ждём-с!",client,account_access,response,neutral,1
5509,1587,1,"Немедленно нужно решить: заходил с другого устройства, теперь просит верификацию, а письмо не приходит. Жду решения в ближайшее время.",client,account_access,account_access_issue,neutral,4
5511,1587,3,Немедленно нужно решить: ID моего профиля: 68631. Жду решения в ближайшее время.,client,account_access,response,neutral,2
5512,1588,1,"Бро, хочу поменять почту, привязанную к аккаунту. как так воообще.",client,account_access,account_access_issue,neutral,3
5514,1588,3,"Короче, пароль менял недавно, можеет в этом дело.",client,account_access,response,neutral,1
5515,1589,1,"Third раз пишу, смена пароля не срабатывает, ссылка в письме не открывается.",client,account_access,account_access_issue,neutral,3
5517,1589,3,"Third раз пишу, отправлю сейчас фото документа, если это поможет!",client,account_access,response,neutral,1
5519,1590,1,"Здрасте, ну красота просто, подозреваю, что в мой аккаунт кто-то заходил без моего ведома. Ну хоть посмеялся, и то дело.",client,account_access,account_access_issue,neutral,3
5521,1590,3,"Внезапно (нет), отлично, спасибо за оперативность.",client,account_access,gratitude,positive,1
5523,1591,1,"Деточка, заходил с другоого устройства, теперь просит верификацию, а письмо не приходит.",client,account_access,account_access_issue,neutral,2
5525,1591,3,"Отправлю сейчас фото документа, если это поможет!",client,account_access,response,neutral,1
5527,1592,1,"Извините за глупый вопрос, не приходит код подтверждения на телефон при входе.",client,account_access,account_access_issue,neutral,3
5529,1592,3,"Я тут не силььно разбираюсь, но заходил обычно с телефона, а не с компьюютера. Я в этих ваших приложениях не очень.",client,account_access,response,neutral,1
5531,1593,1,"Деточка, случайно удалил аккаунт, можно ли его восстановить. Вы уж извините, я в этом плохо разбирасюь.",client,account_access,account_access_issue,neutral,2
5534,1594,2,"Извините, ребёнок плачет, отвлеклась, забл пароль от аккаунта, что теперь делать. Извините, если что-то путано объяснила 😢",client,account_access,response,negative,4
5536,1595,1,"Здравствуйте, Добрый день. хочу поменять почту, привязанную к аккаунту. Прошу решить оперативно.",client,account_access,account_access_issue,negative,5
5538,1595,3,"К делу: номер телефона привязан старый, доступа к нему уже нет. Времени на это у меня немного.",client,account_access,response,neutral,3
5540,1596,1,"Здрасте, раньше такого безобразия не было, не могу войти, пишет что почта не наайдена в системе. В наше время такого бардака не было!",client,account_access,account_access_issue,negative,4
5542,1596,3,"Пароль менял недавно, может в этом дело.",client,account_access,response,neutral,2
5544,1597,1,"Ой, простите за беспокойство, хочу привязать новый номер телефона к аккаунту...",client,account_access,account_access_issue,negative,4
5546,1597,3,"Ой, простите за беспокойство, почту поверял несколько раз, письма не было...",client,account_access,response,neutral,2
5548,1598,1,"Здрасте, смена пароля не срабатывает, ссылка в письме не открывается.",client,account_access,account_access_issue,negative,5
5550,1599,1,"Подозреваю, что в мой аккаунт кто-то заходил без моего ведома. В наше время ткого бардака не было!",client,account_access,account_access_issue,negative,5
5552,1600,1,"Привет, опять дваадцать пять, аккаунт заблокировали без объяснения причин. Совсем распустились.",client,account_access,account_access_issue,neutral,4
5554,1600,3,"Раньше такого безобразия не былло, ID моего профиля: 990398. В наше время такого бардака не было!",client,account_access,response,neutral,2
5556,1601,1,"Добрый день, third раз пишу, подозреваю, что в мой аккаунт кто-то заходил без моего ведома!",client,account_access,account_access_issue,neutral,2
5558,1602,1,"Ой, смена пароля не срабатывает, ссылка в письме не открывается!",client,account_access,account_access_issue,neutral,5
5560,1603,1,"Добрый день, Смотрите, случайно удалил аккаунт, можно ли его восстановить.",client,account_access,account_access_issue,neutral,4
5562,1604,1,"Да сколько можно, не могу войти, пишет что почта не найдена в системе.",client,account_access,account_access_issue,neutral,4
5564,1604,3,"Third раз пишу, понял, спасибо за помощь!",client,account_access,gratitude,positive,2
5566,1605,1,"Бро, забыыл пароль от аккаунта, что теперь делать! 😔",client,account_access,account_access_issue,neutral,4
5568,1605,3,"Слуш, заодил обчыно с телефона, а не с компьютера.",client,account_access,response,neutral,2
5570,1606,1,"Здарвствуйте, не хочу показаться навязчивым, но аккаунт заблокировали без объяснения причин...",client,account_access,account_access_issue,neutral,4
5572,1607,1,"Заходли с другого устройства, теперь просит верификацию, а письмо не приходит.",client,account_access,account_access_issue,neutral,3
5574,1607,3,"Thiird раз пишу, спасибо, вопрос решён. Уже нервы на пределе!",client,account_access,gratitude,positive,1
5576,1608,1,Не приходит код подтверждения на телефон при входе.,client,account_access,account_access_issue,neutral,2
5578,1608,3,"Срочно: номер телефона привязан старый, доступа к нему уже нет.",client,account_access,response,neutral,1
5579,1609,1,"Здравствуйте, third раз пишу, хочу привязать новый номер телефона к аккаунту.",client,account_access,account_access_issue,neutral,4
5581,1609,3,"Да сколько можно, ID моего профиля: 374093!",client,account_access,response,neutral,2
5583,1610,1,"Здрасте, ну вот, хочу поменять почту, привязанную к аккаунту. Совсем распустились.",client,account_access,account_access_issue,neutral,2
5585,1610,3,"Раньше такого безобразия не было, спасибо, вопрос решён.",client,account_access,gratitude,positive,1
5587,1611,1,"Срочно: заходил с другого устройства, теперь просит верификацию, а письмо не приходит!",client,account_access,account_access_issue,neutral,2
5589,1612,1,"Это уже недопустимо. подозреваю, что в мой аккаунт кто-то заходил без моего ведоам. Жду решения в ближайшее время.",client,account_access,account_access_issue,negative,4
5591,1612,3,"Это уже недопустимо. супер, спасибо!",client,account_access,gratitude,positive,2
5593,1613,1,"Здравствуйте, простите, дописываю на бегу, случайно удалил аккаунт, можно ли его восстановить. Извините, если что-то путано объяснила.",client,account_access,account_access_issue,neutral,4
5595,1613,3,"Пароль менял недавно, может в этом дело!",client,account_access,response,neutral,2
5597,1614,1,"Я уже начал переживать, хочу поменять почту, привязанную к аккаунту...",client,account_access,account_access_issue,neutral,3
5599,1614,3,"Меня это очень беспокоит, почту проверял несколько раз, письма не было. Простите за настойчивость, просто переживаю.",client,account_access,response,neutral,1
5600,1615,1,"Хоуч привязать новый номер телефона к аккаунту. Извините, если что-то путано объяснила.",client,account_access,account_access_issue,neutral,4
5602,1615,3,"Отправлю сейчас фото документа, если это поможет.",client,account_access,response,neutral,2
5604,1616,2,"Извините за глупый впрос, аккаунт заблокировали без объяснения причин.",client,account_access,response,negative,4
5606,1616,4,"Я тут не сильно разбираюсь, но ладно, тогда подожду. Объясните, пожалуйста, попроще.",client,account_access,acknowledgment,neutral,3
5607,1617,1,"Немедленно нужно решить: смена пароля не срабатывает, ссылка в письме не открывается!",client,account_access,account_access_issue,neutral,3
5609,1617,3,"Срочно: почту проверял несколько раз, письма не было.",client,account_access,response,neutral,1
5610,1618,1,"Добрый день. забыл пароль от аккаунта, что теперь делать. Времени на это у меня немного.",client,account_access,account_access_issue,neutral,4
5613,1619,2,Не приходит код подтверждения на телефон при входе.,client,account_access,response,negative,5
5615,1620,1,"Прошу прощения за беспокойство, не могу войти, пишет что почта не найдена в системе.",client,account_access,account_access_issue,neutral,4
5617,1620,3,"Не могли бы вы подсказать: номер телефона привязан старый, доступа к нему уже нет.",client,account_access,response,neutral,2
5618,1621,1,"Смена пароля не срабатывает, ссылка в письме не открывается...",client,account_access,account_access_issue,neutral,4
5620,1621,3,"Ой, простите за беспокойство, пароль менял недавно, может в этом дело. Внучка обычно помогает, а её сейчас нет рядом.",client,account_access,response,neutral,2
5622,1622,1,"Будьте добры, хочу поменять почту, привязанную к аккаунту.",client,account_access,account_access_issue,neutral,3
5624,1622,3,"Будьте добры, заходил обычно с телефона, а не с компьютера. Буду признателен за скорый ответ.",client,account_access,response,neutral,1
5625,1623,1,"Я уже начал переживать, не приходит код подтверждения на телефон при входе. Надеюсь, всё решаемо.",client,account_access,account_access_issue,neutral,2
5627,1623,3,"Меня это очень беспокоит, отправлю сейчас фото документа, если это поможет!",client,account_access,response,neutral,1
5628,1624,1,"Добрый день, ну вот, забыл пароль от аккаунта, что теперь делать.",client,account_access,account_access_issue,negative,4
5630,1625,1,"Я уже начал переживать, хочу привязать новый номер телефона к аккаунту. Надеюсь, всё решаемо.",client,account_access,account_access_issue,neutral,5
5632,1626,1,"Коллеги, заходил с другого устройства, теперь просит верификацию, а письмо не приходит. Логи готов приложить, если нужно.",client,account_access,account_access_issue,neutral,4
5634,1627,1,"Добрый день, аккаунт заблокировали без объяснения причин.",client,account_access,account_access_issue,neutral,4
5636,1627,3,"Сын подсказал написсать вам: ID моего профиля: 977282. Объясните, пожалуйста, попроще.",client,account_access,response,neutral,2
5638,1628,1,"Здравствуйте, Будьте добры, случайно удалил аккаунт, можно ли его восстановить.",client,account_access,account_access_issue,neutral,3
5640,1628,3,"Прошу прощения за беспокойство, номер телефона привязан старый, доступа к нему уже нет.",client,account_access,response,neutral,1
